"birth_city","citizenship","pct_citizen","total_city_records"
"CHARKOV","166",66.7,3
"CHELMZA","152",100,3
"CHERKEZI","170",100,3
"CHERSON OBL.","166",100,3
"CHIETI","137",100,3
"CHISINEU-CRIS","154",100,3
"CHITINSKAYA OBLAST","160",66.7,3
"CIMPENI","154",100,3
"CINSTANTA","154",100,3
"CIOPLENI","146",66.7,3
"COIMBRA","153",66.7,3
"COMAKLI","163",100,3
"CONAKRY","261",66.7,3
"CONSTANTINE","221",66.7,3
"CRETEIL","154",66.7,3
"CRIKVENICA","130",66.7,3
"CRKVENA VODICA","170",100,3
"CURTEA DE ARGES","154",100,3
"CZARNKOW","152",100,3
"CZECHOWICE-DZIEDZICE","152",100,3
"DABROWA TARNOWSKA","152",100,3
"DABROWKA","152",100,3
"DAHUK","438",100,3
"DAIR SOR","475",100,3
"DAKAHLIYA","287",66.7,3
"DALLIOZ","163",100,3
"DAMASCO","137",66.7,3
"DAMASCUS SUBURB","475",100,3
"DANISMENT","163",100,3
"DAUGAVPILS","139",66.7,3
"DEBICA","152",100,3
"DEBRECEN","165",100,3
"DEMIRCI","163",100,3
"DEN HAAG","148",100,3
"DESPOTOVAC","170",100,3
"DHAKA","460",100,3
"DIHOUK","438",100,3
"DIMBOVITA","154",100,3
"DNEPROPETROVSK","166",100,3
"DNIEPROPIETROWSK","166",100,3
"DOBERDELAN","150",66.7,3
"DOBRI DOL","144",66.7,3
"DOGANSEHIR","163",100,3
"DOGUBAYAZIT","163",100,3
"DOMANIC","163",100,3
"DONDUSENI","154",66.7,3
"DONG NAI","432",100,3
"DONJA LUPLJANICA","130",66.7,3
"DORDRECHT","148",66.7,3
"DOUAR OULED ALI","252",100,3
"DRIOUCH","252",66.7,3
"DRNIS","130",100,3
"DUBRAVE","150",66.7,3
"DUDESTI","154",100,3
"DURAZZO","137",100,3
"EDESSA","134",100,3
"EKIBASTUS","444",66.7,3
"EL EJIDO","238",66.7,3
"EL PASO","368",66.7,3
"ELBISTAN","163",100,3
"EMINONU","163",100,3
"ENFIDHA","285",66.7,3
"ENNA","137",100,3
"ERIWAN","422",66.7,3
"ERRACHIDIA","252",100,3
"ESENLI","163",100,3
"ESENYURT","163",66.7,3
"EYNESIL","163",100,3
"FAISALABAD","461",66.7,3
"FALTICENI","154",100,3
"FATSA","163",100,3
"FES-MAR","252",66.7,3
"FIGUERES","161",66.7,3
"FLORENZ","137",66.7,3
"FOHRENDORF","152",100,3
"FRAUENFELD","158",66.7,3
"FREETOWN","272",66.7,3
"FUENLABRADA","161",100,3
"FUENTE ALAMO","161",66.7,3
"GAJ","160",66.7,3
"GAZIOSMANPASA","163",100,3
"GENT","124",66.7,3
"GERZE","163",100,3
"GHIATA","252",100,3
"GIARRE","137",66.7,3
"GIURGIU","154",100,3
"GIZEH","475",66.7,3
"GJAKOVA","150",66.7,3
"GOGOLIN","152",100,3
"GOIANIA","327",100,3
"GOLDAP","152",100,3
"GOLEMO KONJARI","125",66.7,3
"GOLHISAR","163",66.7,3
"GONEN","163",100,3
"GORAZDE","122",100,3
"GORINCHEM","148",66.7,3
"GORLICE","152",100,3
"GOTEBORG","157",66.7,3
"GOYNUCEK","163",100,3
"GRABC","150",66.7,3
"GRANOLLERS","161",66.7,3
"GRIGORIOPOL","166",66.7,3
"GRIMALDI","137",100,3
"GROSNY","160",66.7,3
"GROSS NEUKIRCH","152",100,3
"GUANTANAMO","351",100,3
"GUBIN","152",100,3
"GUELMIM","252",66.7,3
"GUNGOREN","163",100,3
"GURUN","163",100,3
"GUTTENTAG","152",100,3
"HA NOI","432",100,3
"HAARLEM","148",100,3
"HABELSCHWERDT","152",100,3
"HACILAR","163",100,3
"HACIUSLI","163",100,3
"HAI DUONG","432",100,3
"HAI PHONG","432",100,3
"HALAB","475",100,3
"HALJINICI","130",100,3
"HALMSTAD","157",66.7,3
"HARLAU","154",100,3
"HARMANCIK","163",100,3
"HASBEYLER","163",100,3
"HAVZA","163",100,3
"HAY SALAM TIFLET","161",66.7,3
"HEDAMI","137",66.7,3
"HEKIMHAN","163",100,3
"HELMAND","423",66.7,3
"HERAT","423",100,3
"HISARONU","163",100,3
"HONGKONG","148",66.7,3
"HOZICI","122",66.7,3
"HRUBIESZOW","152",100,3
"HSCHEL","166",100,3
"HUSI","154",100,3
"IALOVENI","154",66.7,3
"IBLIN","475",66.7,3
"ILGIN","163",100,3
"IMAMOGLU","163",100,3
"IMIELIN","152",100,3
"INCESU","163",100,3
"INOWROCLAW","152",100,3
"IRBID","475",66.7,3
"IRQ","438",100,3
"ISABEY","163",66.7,3
"ISAJIW","166",100,3
"ISLAHIYE","163",66.7,3
"ISLAMABAD","461",66.7,3
"ISMAILIA","287",66.7,3
"ISMAYILLI","425",100,3
"IWANOWKA","160",100,3
"JAGODINA","170",66.7,3
"JARAMANA","475",66.7,3
"JAROCIN","152",100,3
"JAROSLAWKA","444",100,3
"JAROWOE","160",100,3
"JAWOR","152",100,3
"JAWORZNO","152",100,3
"JEDRZEJOW","152",100,3
"JETTE","124",66.7,3
"JOHANNISBURG","152",100,3
"JUD. BT MUN. BOTOSANI","154",100,3
"JUD.BT MUN.BOTOSANI","154",100,3
"JUD.IL MUN. FETESTI","154",100,3
"JUD.IS MUN.IASI","154",100,3
"JUD.PH ORS.MIZIL","154",100,3
"JUD.VN MUN.FOCSANI","154",100,3
"JUGOSLAWIEN","170",66.7,3
"JURMALA","139",100,3
"K.S.A","475",100,3
"K.S.A.","475",66.7,3
"KADIRLI","163",100,3
"KADZIDLO","152",100,3
"KAIROUAN","285",66.7,3
"KALATSCHINSK","160",100,3
"KALISZ","152",100,3
"KAMECHLI","475",66.7,3
"KAMIENNA GORA","152",100,3
"KAMISHLY","475",100,3
"KAMYSCHIN","160",66.7,3
"KANDAHAR","423",66.7,3
"KARACALAR","163",100,3
"KARACHI","461",66.7,3
"KARADENIZ EREGLI","163",100,3
"KARAHUYUKAFSARI","163",100,3
"KARAJ","423",66.7,3
"KARATAU","160",66.7,3
"KARBALA","438",66.7,3
"KARDZHALI","125",66.7,3
"KARLSKRONA","157",66.7,3
"KASAN","160",100,3
"KDZ.EREGLI","163",100,3
"KELKIT","163",100,3
"KERKYUK","438",66.7,3
"KERMANSHAH","439",100,3
"KHAN ARNABEH","475",100,3
"KHON KAEN","476",100,3
"KIRIKKALE","163",100,3
"KIRKUK","438",100,3
"KITSCHKASS","160",100,3
"KLAIPEDA","142",66.7,3
"KLAUSBERG","152",100,3
"KLJUTSCHI","160",100,3
"KOBANE","475",100,3
"KOCARLI","163",100,3
"KONIECPOL","152",100,3
"KONIN","152",100,3
"KONITZ","152",100,3
"KONJIC","130",66.7,3
"KONSKIE","152",100,3
"KORGAN","163",100,3
"KOSCIERZYNA","152",100,3
"KOSOVOPOLJE","170",66.7,3
"KOSOVSKA KAMENICA","170",100,3
"KOZANI","134",100,3
"KOZIEGLOWY","152",100,3
"KRAJISTE","170",100,3
"KRAMATORSK","160",66.7,3
"KRANJ","130",66.7,3
"KRASNOJARKA","444",66.7,3
"KREMALUSA","122",100,3
"KROTOSZYN","152",100,3
"KRYWYJ RIG","166",100,3
"KUBRAT","125",66.7,3
"KUWAIT-STADT","475",66.7,3
"KUYUCAK","163",100,3
"KUZNIA RACIBORSKA","152",100,3
"LABLJANE","170",100,3
"LARACHE","252",66.7,3
"LEBANE","170",100,3
"LEBEDINOWKA","450",66.7,3
"LEFKOSIA","181",66.7,3
"LEGANES","161",66.7,3
"LEIDEN","148",100,3
"LENINSK-KUSNEZKI","166",66.7,3
"LENINSKOJE","444",100,3
"LEOBSCHUTZ","152",100,3
"LIBIAZ","152",100,3
"LIEGNITZ","152",100,3
"LIEPAJA","139",100,3
"LIJEVCA","122",100,3
"LIMA","361",66.7,3
"LINZ","151",66.7,3
"LIPOVICE","150",66.7,3
"LIVNO","130",100,3
"LLABJAN","150",66.7,3
"LONDRINA","327",66.7,3
"LORCA MURCIA","161",66.7,3
"LOS ANGELES","368",100,3
"LUBARTOW","152",100,3
"LUCERA","137",100,3
"LUKAVICA","122",100,3
"LUKOW","152",100,3
"LUPENI","154",100,3
"LUZERN","158",66.7,3
"LUZK","166",100,3
"LVIV","166",100,3
"MAARIF","252",66.7,3
"MACEIO","327",100,3
"MACERATA","137",66.7,3
"MACIN","154",100,3
"MAGNITOGORSK","160",100,3
"MAIS EL JABAL","451",100,3
"MAJKOP","160",66.7,3
"MAKINSK","444",66.7,3
"MALDYTY","152",100,3
"MALI ALAS","170",100,3
"MALIKIA","475",100,3
"MANAVGAT","163",66.7,3
"MANTOVA","137",66.7,3
"MARACAIBO","137",66.7,3
"MARAMURES","154",100,3
"MARBELLA","161",66.7,3
"MASHAD","423",66.7,3
"MASLJANINO","160",66.7,3
"MAZGIRT","163",100,3
"MECHTAL","152",100,3
"MEDIASCH","154",100,3
"MELIKGAZI","163",100,3
"MELITOPOL","166",66.7,3
"MENARA GUELIZ","252",100,3
"MERZIFON","163",100,3
"MEXICO CITY","353",66.7,3
"MEZITLI","163",100,3
"MIANI BHAGUPURIAN","436",66.7,3
"MIDYAT","163",100,3
"MIODOWKO","152",100,3
"MISRATA","475",66.7,3
"MISSISSAUGA","348",66.7,3
"MOGADISHU","273",66.7,3
"MOHACS","165",100,3
"MOHAMMEDIA","252",100,3
"MOLDOVA","154",66.7,3
"MOMBASA","243",100,3
"MONKI","152",100,3
"MONTEVIDEO","365",66.7,3
"MOSTAGANEM","221",66.7,3
"MOTTA DI LIVENZA","137",100,3
"MSZANA","152",100,3
"MUHLDORF A. INN","163",66.7,3
"MUHLHEIM AN DER RUHR","163",66.7,3
"MULHEIM","137",66.7,3
"MUMBAI","436",66.7,3
"MUN. BOTOSANI JUD. BOTOSANI","154",100,3
"MUN. BUCURESTI SEC. 5","154",100,3
"MUN. CONSTANTA JUD. CONSTANTA","154",100,3
"MUN. FAGARAS JUD. BRASOV","154",100,3
"MUN. MEDIAS JUD. SIBIU","154",100,3
"MUN. ROSIORI DE VEDE JUD. TELEORMAN","154",100,3
"MUN. TIRGU MURES JUD. MURES","154",100,3
"MUN.BUCURESTI SEC.1","154",100,3
"MUN.BUCURESTI SEC.3","154",100,3
"MUSEL","438",100,3
"MUSTAFAKEMALPASA","163",100,3
"MUT","163",100,3
"MYKOLAJIW","166",100,3
"MYSLOWITZ","152",100,3
"NAIMA","252",100,3
"NAKLO","170",66.7,3
"NAKLO NAD NOTECIA","152",100,3
"NAKURU","243",66.7,3
"NAMUR","124",66.7,3
"NARAYANGONJ","460",66.7,3
"NAWA","475",100,3
"NEUBURG A.D. DONAU","438",66.7,3
"NEUDORF","160",66.7,3
"NGURU MBAISE","137",66.7,3
"NIANAWA","438",100,3
"NIGDE","163",100,3
"NIJMEGEN","148",100,3
"NIKOLAI","152",100,3
"NIKOPOL","166",66.7,3
"NISHNIJ TAGIL","160",100,3
"NOVA GRADISKA","130",100,3
"NOVA VENEZA","137",66.7,3
"NOWA RUDA","152",100,3
"NOWE MIASTO LUBAWSKIE","152",100,3
"NOWENKOJE","160",66.7,3
"NOWY DWOR GDANSKI","152",100,3
"NOWY TOMYSL","152",100,3
"OBLAST","166",66.7,3
"ODESA","166",66.7,3
"OLECKO","152",100,3
"OLGINO","444",100,3
"OLKUSZ","152",100,3
"OLOVO","122",66.7,3
"OLTENITA","154",100,3
"ONITCANI","154",66.7,3
"OPOCZNO","152",100,3
"ORENBURG","160",100,3
"ORLATE","132",66.7,3
"ORMANLI","163",100,3
"OROUMIEH","439",66.7,3
"ORS. MIZIL JUD. PRAHOVA","154",100,3
"ORTA","163",100,3
"OSTRA","154",66.7,3
"OSTROVICA","170",100,3
"OSTROVO","125",66.7,3
"OSTROW","152",100,3
"OSTROW MAZOWIECKA","152",100,3
"OSTROW WIELKOPOLSKI","152",100,3
"OSTROWIEC SWIETOKRZYSKI","152",100,3
"OSTRZESZOW","152",100,3
"OUED EL HIMER","252",66.7,3
"OULED ARIF","137",66.7,3
"OULED FAYET","221",66.7,3
"OULED FREJ","252",66.7,3
"OULED SETTOUT","252",100,3
"OVIEDO","161",66.7,3
"OZD","165",100,3
"PACZKOW","152",100,3
"PAHIATUA","135",66.7,3
"PAJECZNO","152",100,3
"PAKTIA","423",100,3
"PAKTIKA","423",100,3
"PALMA DE MALLORCA","161",66.7,3
"PALMA DI MONTECHIARO","137",100,3
"PANEVEZYS","142",100,3
"PAPA","165",100,3
"PAREDES","153",100,3
"PARWAN","423",66.7,3
"PASCANI","154",100,3
"PATERNO","137",100,3
"PATRYKI","152",100,3
"PAVLOVICI","130",66.7,3
"PAWLOWKA","160",66.7,3
"PAZARDZHIK","125",100,3
"PE","327",100,3
"PERIS","154",100,3
"PESHAWAR","423",66.7,3
"PETROPOLIS","327",100,3
"PETROSANI","154",100,3
"PETROVKA","444",66.7,3
"PHETCHABUN","476",100,3
"PHUKET","476",100,3
"PIATRA NEAMT","154",100,3
"PIATRA-NEAMT","154",100,3
"PIEKARY","152",100,3
"PIESTANY","155",100,3
"PIRANE","150",66.7,3
"PLEVEN","125",66.7,3
"PLOCK","152",100,3
"PLONSK","152",100,3
"POGRADEC","121",66.7,3
"POLJANA","122",66.7,3
"POLJICE","130",66.7,3
"POSOF","163",100,3
"POTOK","170",66.7,3
"PRESOV","155",100,3
"PREUSSISCH STARGARD","152",100,3
"PRIJEPOLJE","170",66.7,3
"PRILUKI","166",100,3
"PROLETARKA","160",66.7,3
"PUCIOASA","154",100,3
"PUEBLA","353",100,3
"PUKE","121",66.7,3
"PULAWY","152",100,3
"QAMISHLI","475",100,3
"QIBYA","124",100,3
"QUANG BINH","432",100,3
"QUANG NINH","432",66.7,3
"RADOM","152",100,3
"RADOVIS","144",66.7,3
"RADZILOW","152",100,3
"RAMNICU VALCEA","154",100,3
"RAS AL AIN","475",66.7,3
"RATANJ","130",66.7,3
"RAWNOPOL","444",100,3
"RAZGRAD","125",66.7,3
"RECIFE","327",66.7,3
"REZEKNE","139",66.7,3
"RHODOS","134",66.7,3
"RICICE","122",100,3
"RIMNICU VILCEA","154",100,3
"RISCANI","146",66.7,3
"RIWNE OBL.","166",100,3
"ROI ET","476",100,3
"ROSOWKA","444",66.7,3
"ROZAJE","140",100,3
"RUDICE","170",66.7,3
"RUSE","125",100,3
"RUSS FODERATION","160",100,3
"RYDULTOWY","152",100,3
"S-GRAVENHAGE","148",100,3
"S. GIOVANNI","137",100,3
"SAIGON","432",100,3
"SAKON NAKHON","476",100,3
"SALAJ","154",100,3
"SALIHLI","163",100,3
"SALIMA","256",66.7,3
"SALOU","252",66.7,3
"SALVADOR-BAHIA","161",66.7,3
"SAMLI","163",100,3
"SAN CONO","137",100,3
"SAN CRISTOBAL","367",66.7,3
"SANAA","475",66.7,3
"SANKORE","161",66.7,3
"SANKT PETERSBURG","160",66.7,3
"SANSKI MOST","122",100,3
"SANTA CLARA","351",66.7,3
"SANTIAGO DE CUBA","351",100,3
"SARAGOSSA","161",66.7,3
"SARBALA","444",66.7,3
"SARIOGLAN","163",100,3
"SARNIC","163",100,3
"SAVSAT","163",100,3
"SAZKISLA","163",100,3
"SBOUYA","252",66.7,3
"SCAFATI","137",100,3
"SCHISCHKINKA","444",100,3
"SEC. 5","154",100,3
"SEFAATLI","163",100,3
"SEHNIGER","163",100,3
"SELIM","163",100,3
"SEMSILER","163",100,3
"SEREFLIKOCHISAR","163",100,3
"SEYDISEHIR","163",100,3
"SHARBAN","150",66.7,3
"SHARJAH","475",66.7,3
"SHEFFIELD","168",66.7,3
"SHITOMIR","166",100,3
"SHKODER","121",66.7,3
"SHKUP","150",100,3
"SIDI OTHMANE","252",66.7,3
"SIDON","451",66.7,3
"SIEG","163",66.7,3
"SILIFKE","163",100,3
"SKARZYSKO-KAMIENNA","152",100,3
"SKENDERAJ","170",66.7,3
"SLAWNO","152",100,3
"SLOBOZIA","154",100,3
"SLUPCA","152",100,3
"SMILA","166",100,3
"SMOLENSK","160",66.7,3
"SOHRAU","152",100,3
"SOKOLKA","152",100,3
"SOLIMAN","285",100,3
"SOPOT","152",66.7,3
"SOPRON","165",66.7,3
"SRADK","475",100,3
"STANTERG","150",66.7,3
"STARGARD SZCZECINSKI","152",100,3
"STEFAN VODA","154",66.7,3
"STOLP","152",100,3
"STRZELCE OPOLSKI","152",100,3
"STRZELIN","152",100,3
"STUHM","152",100,3
"SUCHA BESKIDZKA","152",100,3
"SUHACA","122",100,3
"SULAYMANYA","438",100,3
"SULECIN","152",100,3
"SULUOVA","163",100,3
"SUMEL","438",100,3
"SUMQAYIT","425",100,3
"SURIN","476",100,3
"SURMENE","163",100,3
"SURUC","163",66.7,3
"SUSEHRI","163",100,3
"SWIDNICA","152",100,3
"SWIEBODZICE","152",100,3
"SWIEBODZIN","152",100,3
"SZCZUCZYN","152",100,3
"SZKOTOWO","152",100,3
"TAIZ","421",66.7,3
"TAKORADI","238",66.7,3
"TAL MANES","475",100,3
"TARGU CARBUNESTI","154",100,3
"TARGU SECUIESC","154",100,3
"TARNOWSKI GORY","152",100,3
"TARNOWSKIE","152",100,3
"TARRAGONA","161",66.7,3
"TASKESIK","163",100,3
"TAURIANOVA","137",100,3
"TEARCE","144",100,3
"TECUCI","154",100,3
"TEKMAN","163",100,3
"TEMSAMAN","252",100,3
"TEREBLECEA","154",66.7,3
"TERNOPIL","166",100,3
"TESANJ","122",66.7,3
"TETUAN","161",66.7,3
"TEXAS","368",100,3
"TIHMIN","163",100,3
"TILBURG","148",66.7,3
"TIOULI","252",66.7,3
"TIREBOLU","163",100,3
"TIRGU JIU","154",100,3
"TITOVA MITROVICA","130",100,3
"TOKAT","163",100,3
"TOPOLYA BACKA TOPOLYA","165",66.7,3
"TORELLA DEL SANNIO","137",100,3
"TOROSLAR","475",66.7,3
"TORRE- PACHECO","161",66.7,3
"TORRE-PACHECO","161",66.7,3
"TROFIMOWKA","444",100,3
"TROPOJE","121",100,3
"TSCHERNIHIW","166",100,3
"TSCHERNOWZY","166",66.7,3
"TUIMASY","160",100,3
"TUPKOVIC","122",66.7,3
"TURKOGLU","163",100,3
"UBON RATCHATHANI","476",100,3
"UGENTO","137",100,3
"UKR","166",100,3
"UNIAO SOVIETICA","153",66.7,3
"URBINO","137",66.7,3
"URFA","475",66.7,3
"URLATI","154",66.7,3
"USPENKA","444",100,3
"UST-KAMENOGORSK","444",66.7,3
"UZUNKOPRU","163",100,3
"VALANDOVO","144",66.7,3
"VANJ","470",66.7,3
"VARAZDIN","130",100,3
"VARES","130",66.7,3
"VARESE","137",66.7,3
"VAREVO","161",66.7,3
"VARNAMO","157",66.7,3
"VARTO KAYNARCA","137",66.7,3
"VASLUI","154",100,3
"VELIKA KLADUSA","122",66.7,3
"VERVIERS","124",66.7,3
"VILLACH","151",66.7,3
"VILLANOVATULO","137",100,3
"VILLENEUVE-DE-DURAS","129",66.7,3
"VRANIDOLL","150",66.7,3
"VRANJAK","122",66.7,3
"VUCITERN","150",66.7,3
"VUKOVAR","130",66.7,3
"VUNG TAU","432",100,3
"WAGROWIEC","152",100,3
"WANNOWKA","160",66.7,3
"WASET","438",66.7,3
"WASSERBURG A. INN","232",66.7,3
"WEJHEROWO","152",100,3
"WICHROW","152",100,3
"WIELBARK","152",100,3
"WOLGOGRAD","160",66.7,3
"WOZNIKI","152",100,3
"WRZESNIA","152",100,3
"YALVAC","163",100,3
"YAOUNDE","262",100,3
"YAYLADAGI","163",100,3
"YEMBERE THIABE","261",66.7,3
"YEMBERING","261",66.7,3
"YENIKOY","163",100,3
"YENISEHIR","163",66.7,3
"YERASKHAHUN","422",66.7,3
"YERKOY","163",100,3
"YIGITLER","163",100,3
"YILDIRIM","163",66.7,3
"YILDIZELI","163",100,3
"YOMRA","163",100,3
"YUSUFELI","163",100,3
"ZABREN","170",100,3
"ZAF","263",66.7,3
"ZAGUBICA","170",100,3
"ZAHO","438",100,3
"ZAMOSC","152",100,3
"ZARA","475",66.7,3
"ZARY","152",100,3
"ZASKOK","170",66.7,3
"ZAXO","438",100,3
"ZDUNSKA WOLA","152",100,3
"ZELLIN","152",100,3
"ZEMUN","170",66.7,3
"ZEPCE","130",66.7,3
"ZEYTINBURNU","163",66.7,3
"ZHEJIANG","479",66.7,3
"ZILE","163",100,3
"ZITOMIR","166",66.7,3
"ZLLAKUQAN","150",66.7,3
"ZOUAIR","161",66.7,3
"ABEOKUTA","232",100,2
"ABLEN","475",100,2
"ABO RASEEN","475",100,2
"ABOGALAH","475",100,2
"ABTA","475",100,2
"ABU AL HASSAN","475",100,2
"ABU ALHASAN","475",100,2
"ACIREALE","137",100,2
"ADAPAZAR","163",100,2
"ADI ANGODA","224",100,2
"ADLEP","475",100,2
"ADONGODA","224",100,2
"ADRA","475",100,2
"AGBOR","232",100,2
"AGIRA","137",100,2
"AGRIGENTO","137",100,2
"AHFREN","475",100,2
"AHVAZ","439",100,2
"AIN AL ARAB","475",100,2
"AIN CHOCK","252",100,2
"AIN TARMA","475",100,2
"AIT MAIT","252",100,2
"AJDIR","252",100,2
"AJLOUN","445",100,2
"AKAKOL","423",100,2
"AKALAN","163",100,2
"AKCAKALE","475",100,2
"AKCAOREN","163",100,2
"AKGUN","163",100,2
"AKHTERIN","475",100,2
"AKMOLA","444",100,2
"AL AAROUI","252",100,2
"AL BARA","475",100,2
"AL HAGER AL ASWAD","475",100,2
"AL LATAKIA","475",100,2
"AL MAGARAH","475",100,2
"AL MALAKIYA","475",100,2
"AL MARINYINE","252",100,2
"AL MUZAYRIB","475",100,2
"AL NABAK","475",100,2
"AL QAMISCHLI","475",100,2
"AL RAKKA","475",100,2
"AL RAQA","475",100,2
"AL SAIDA ZAINAB","475",100,2
"AL SAYEDA ZAINAB","475",100,2
"AL SHAAFA","475",100,2
"AL SHAJARA","475",100,2
"AL TABKA","475",100,2
"AL ZAHRAA","475",100,2
"AL-BATH","475",100,2
"AL-FUAH","475",100,2
"AL-HIKMA","475",100,2
"AL-KADHIMIYA","438",100,2
"AL-MAHMAKIA","475",100,2
"AL-QOSH","438",100,2
"AL-SHIKHAN","438",100,2
"AL-SULAIMANIYAH","438",100,2
"AL-SUWAIMIRAH","475",100,2
"AL-TAMA","475",100,2
"AL-TAMIM","438",100,2
"AL-YARMUK","475",100,2
"ALACAM","163",100,2
"ALAHRAM","475",100,2
"ALAKEIN","475",100,2
"ALASEHIR","163",100,2
"ALAZIZIA","475",100,2
"ALB","125",100,2
"ALBA","154",100,2
"ALBARA","475",100,2
"ALBASSRA","475",100,2
"ALBATEHA","475",100,2
"ALBOUKMAL","475",100,2
"ALBSERA","475",100,2
"ALDARBASIYA","475",100,2
"ALDARBASIYE","475",100,2
"ALDERBASIA","475",100,2
"ALDERBASYA","475",100,2
"ALEHMDE","475",100,2
"ALEKSANDROW KUJAWSKI","152",100,2
"ALEKSEEVKA","444",100,2
"ALESD","154",100,2
"ALEXANDROPOLIS","134",100,2
"ALEXANDROUPOLI","134",100,2
"ALFASSHA","475",100,2
"ALFENA","153",100,2
"ALFOUZ","475",100,2
"ALGAMITAS","161",100,2
"ALGHASANIA","475",100,2
"ALGHERO","137",100,2
"ALHAJAR ALASOAD","475",100,2
"ALHAJAR ALASWAD","475",100,2
"ALHAJR ALASWAD","475",100,2
"ALHAMDANIYA","438",100,2
"ALHARAK","475",100,2
"ALHAREK","475",100,2
"ALHARIJI","475",100,2
"ALI FARO","475",100,2
"ALI-BAYRAMLI","425",100,2
"ALJEEZA","475",100,2
"ALJEZUR","153",100,2
"ALKAHERA","475",100,2
"ALKAMISCHLI","475",100,2
"ALKAMISHLI","475",100,2
"ALKARACH","438",100,2
"ALKASTAL","475",100,2
"ALKESWA","475",100,2
"ALKHADRAA","475",100,2
"ALKHNAITARE","475",100,2
"ALKISWA","475",100,2
"ALKISWEH","475",100,2
"ALKOSCH","438",100,2
"ALMAARA","475",100,2
"ALMAHROUSA HAMA","475",100,2
"ALMAJ","154",100,2
"ALMALIKIA","475",100,2
"ALMALIKIYA","475",100,2
"ALMALKLIA","475",100,2
"ALMARA","475",100,2
"ALMAZINA","475",100,2
"ALMAZZEH","475",100,2
"ALMELO","148",100,2
"ALMODOVAR DEL CAMPO","161",100,2
"ALMOGHIR","475",100,2
"ALNABK","475",100,2
"ALNAJIA","475",100,2
"ALNASHWA ALGHARBIYEH","475",100,2
"ALPASLAN","163",100,2
"ALQAMECHLI","475",100,2
"ALQAMISHLI","475",100,2
"ALQOSCH","438",100,2
"ALQSAIR","475",100,2
"ALQUSCH","438",100,2
"ALRAFID","475",100,2
"ALRAQA","475",100,2
"ALSAHIL","475",100,2
"ALSATI","475",100,2
"ALSAYDA AISHA","475",100,2
"ALSAYEDA ZAINAB","475",100,2
"ALSAYIDA ZEINAB","475",100,2
"ALSAYYIDA ZEINAB","475",100,2
"ALSEIDA ZEINAB","475",100,2
"ALSFIRA","475",100,2
"ALSHAREKA","475",100,2
"ALSHEIKH MESKIN DARA","475",100,2
"ALSHIKH MASKEN","475",100,2
"ALSIDA ZINAB","475",100,2
"ALSIT ZAINAB","475",100,2
"ALSOUSA","475",100,2
"ALSOWIDAA","475",100,2
"ALSUKAILABIA","475",100,2
"ALTABQA","475",100,2
"ALTAL","475",100,2
"ALTAMANA","475",100,2
"ALTHADI","475",100,2
"ALTHAWRA","475",100,2
"ALTHRAWA","475",100,2
"ALUMSIA","475",100,2
"ALZABADANI","475",100,2
"ALZAIDIA","475",100,2
"ALZAWAIDA","459",100,2
"ALZUBDANI","475",100,2
"AMADIA","438",100,2
"AMARASTII DE JOS","154",100,2
"AMAROUSIO","134",100,2
"AMEDI","438",100,2
"AMERSFOORT","148",100,2
"AMODA","475",100,2
"ANDIRIN","163",100,2
"ANDREASHUTTE","152",100,2
"ANDRONOVO","160",100,2
"ANGARSK","160",100,2
"ANGERED","157",100,2
"ANGRA DOS REIS","327",100,2
"ANKAWA","438",100,2
"ANKHL","475",100,2
"ANTAKYE","475",100,2
"ANTONIENHUTTE","152",100,2
"ANZA","252",100,2
"APELDOORN","148",100,2
"APPIGNANO","137",100,2
"ARAB KAAKOL","423",100,2
"ARACAJU","327",100,2
"ARACINOVO","144",100,2
"ARBAA","252",100,2
"ARBAA SAHEL","252",100,2
"ARBIN","475",100,2
"ARCOS DE VALDEVEZ S. JORGE","153",100,2
"ARDANUC","163",100,2
"ARDESEN","163",100,2
"ARDINO","125",100,2
"ARIHA","475",100,2
"ARSAMAS GEBIET NISCHNI NOWGOROD","160",100,2
"ARSIN","163",100,2
"ARSLAN","475",100,2
"ARSLAN TASH","475",100,2
"ARTOZ","475",100,2
"ASAGIBARAK","163",100,2
"ASAGISUSUZ","163",100,2
"ASGABAT","471",100,2
"ASHRAFAT SIHNAYA","475",100,2
"ASMARA","224",100,2
"ASTANA","444",100,2
"ATBASAR","444",100,2
"AYLI","163",100,2
"AYNI","163",100,2
"AYO","475",100,2
"AYSEBACI","163",100,2
"AZAZ","475",100,2
"AZDAVAY","163",100,2
"AZROU","252",100,2
"B DE HAINA","335",100,2
"B.-ROSTSCHA","160",100,2
"BA RIA - VUNG TAU","432",100,2
"BAAJ","438",100,2
"BAASCHIQA","438",100,2
"BAATHRA","438",100,2
"BABA AMR","475",100,2
"BABA AMRO","475",100,2
"BABA KOY","163",100,2
"BABADAG","154",100,2
"BABAKOY","163",100,2
"BABAKOY-BIGADIC","163",100,2
"BABILA","475",100,2
"BABINEK","152",100,2
"BABIS","475",100,2
"BABOL","439",100,2
"BAC NINH","432",100,2
"BACHOURA","451",100,2
"BACHWEILER","152",100,2
"BADAKHSHAN","423",100,2
"BADEMLI","163",100,2
"BAGHLAN","423",100,2
"BAHCE","163",100,2
"BAHCELI","163",100,2
"BAHZANI","438",100,2
"BAIAO","153",100,2
"BAICE","150",100,2
